,ACLED_PK,KPIFK,TimeFK_Event_Date,DateClean,Flashfill,Date Format,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
0,10469242,95,20210109,20210109,2021-01-09,2021-01-09,3,South Asia,,SRI4515,4515,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,"On 9 January 2021, a group of depositors in Edirisinghe Trust Investment (ETI), staged a protest in front of a court in Colombo city (Colombo), against the arrest of four former members of the ETI Board of Directors in a financial fraud case. [size=no report]",0,01:01.4,RES01\svcDW_Admin_UNDP,,
1,10469241,95,20210109,20210109,2021-01-09,2021-01-09,3,South Asia,,SRI4514,4514,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,1,News1st (Sri Lanka),National,"On 9 January 2021, local residents staged a protest at Badagiriya in Hambantota (Hambantota), against the construction of a tavern due to the problems posed by wild elephants in the area. [size=no report]",0,01:01.4,RES01\svcDW_Admin_UNDP,,
2,10469240,95,20210109,20210109,2021-01-09,2021-01-09,3,South Asia,,SRI4513,4513,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Galle,Galle Four Gravets,Galle,6.0367,80.217,1,Lankadeepa,National,"On 9 January 2021, residents of 20 villages around the Boossa High Security Prison staged a protest at Boossa Junction in Galle town (Galle), against the alleged communication blockade in their villages due to a High Security Prison in their locality. [size=no report]",0,01:01.4,RES01\svcDW_Admin_UNDP,,
3,10470211,95,20210113,20210113,2021-01-13,2021-01-13,3,South Asia,,SRI4528,4528,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Mahawewa,Mahawewa,7.4571,79.8348,1,Lankadeepa,National,"On 13 January 2021, parents of school students staged a road blockade in Mahawewa town (Mahawewa, Puttalam), protesting against the non-conversion of a college into a national school. [size=no report]",0,01:01.4,RES01\svcDW_Admin_UNDP,,
4,10469994,95,20210112,20210112,2021-01-12,2021-01-12,3,South Asia,,SRI4527,4527,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Thimbirigasyaya,Narahenpita,6.8928,79.8757,1,Lankadeepa; Colombo Gazette,National,"On 12 January 2021, a group of disabled war heroes staged a protest near the Seenigama Devalaya in Narahenpita (Thimbirigasyaya, Colombo), demanding the immediate release of retired Southern Provincial Councilor who was arrested after a case was filed accusing him for allegedly making statements regarding a youth abduction case at a media briefing organised by the 'War Heroes for Motherland' organization in December 2019. [size=no report]",0,01:01.4,RES01\svcDW_Admin_UNDP,,
5,10469993,95,20210112,20210112,2021-01-12,2021-01-12,3,South Asia,,SRI4526,4526,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Lankadeepa,National,"On 12 January 2021, more than 100 depositors in Edirisinghe Trust Investment (ETI), staged a protest in front of a court in Colombo city (Colombo), against the arrest of four former members of the ETI Board of Directors in a financial fraud case. [size=more than 100]",0,01:01.4,RES01\svcDW_Admin_UNDP,,
6,10480267,95,20210127,20210127,2021-01-27,2021-01-27,3,South Asia,,SRI4566,4566,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Gampaha,Gampaha,Gampaha,7.0897,79.9925,1,Lankadeepa,National,"On 27 January 2021, a group of depositors of a bank staged a silent protest in front of the Gampaha court premises (Gampaha), demanding steps by the bank authorities to return their deposits amid financial fraud caused by the financial department of co-operatives. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
7,10479900,95,20210126,20210126,2021-01-26,2021-01-26,3,South Asia,,SRI4563,4563,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Gampaha,Negombo,Negombo,7.2083,79.8358,1,News1st (Sri Lanka),National,"On 26 January 2021, members of 'Indo-Sri Lanka People's Cooperation movement' in solidarity with the Indian farmers, staged a demonstration in Negombo town (Gampaha district), protesting against the farm laws introduced in India. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
8,10479901,95,20210126,20210126,2021-01-26,2021-01-26,3,South Asia,,SRI4564,4564,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Eastern,Trincomalee,Trincomalee Town and Gravets,Trincomalee,8.5711,81.2335,1,News1st (Sri Lanka),National,"On 26 January 2021, members of civic groups including 'Voice of the Eastern People', in solidarity with the Indian farmers, staged a demonstration in Trincomalee town (Trincomalee), protesting against the farm laws introduced in India. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
9,10479898,95,20210126,20210126,2021-01-26,2021-01-26,3,South Asia,,SRI4561,4561,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,K.F.G. & G. Korale,Kandy,7.2955,80.6356,1,News1st (Sri Lanka),National,"On 26 January 2021, members of 'Indo-Sri Lanka People's Cooperation movement' in solidarity with the Indian farmers, staged a demonstration opposite the Indian Assistant High Commission in Kandy town (Central), protesting against the farm laws introduced in India. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
10,10479590,95,20210125,20210125,2021-01-25,2021-01-25,3,South Asia,,SRI4557,4557,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Mullaitivu,Oddusudan,Oddusudan,9.1513,80.6526,1,Virakesari,National,"On 25 January 2021, a group of Parents of school children of Oddusudan Maha Vidyalaya staged a protest in front of the school in Oddusuddan (Mullaitivu), against the non-inclusion of the school in the list of schools upgraded to national schools. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
11,10479589,95,20210125,20210125,2021-01-25,2021-01-25,3,South Asia,,SRI4556,4556,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 25 January 2021, a group of protesters staged a demonstration in Jaffna city (Jaffna), against the Human Rights Council's persistence on an inquiry over Sri Lankan war of 2009. They also demanded action against the activities of the Liberation Tigers of Tamil Eelam (LTTE) and the Tamil Armed Forces. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
12,10371859,95,20201130,20201130,2020-11-30,2020-11-30,3,South Asia,,SRI4401,4401,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Southern,Galle,Baddegama,Baddegama,6.1601,80.2017,2,Lankadeepa,National,"On 30 November 2020, a group of granite dealers and workers staged the protest at Indigas Katiya Junction near Baddegama town (Galle district), against the increase in prices of granite. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
13,10345101,95,20201106,20201106,2020-11-06,2020-11-06,3,South Asia,,SRI4374,4374,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka); Government of Sri Lanka (2019-),6,,,0,60,Northern,Mannar,Manthai West,Adampan,8.9404,80.0006,1,Virakesari,National,"On 6 November 2020, officers of Manthai West Divisional Secretariat and Grama Niladharis (public officials carrying out administrative duties) staged a protest in front of the Manthai West Divisional Secretariat in Adampan (Mannar), demanding justice and immediate arrest of those involved in the murder of a Grama Niladhari officer on November 3. [size=no report]",0,28:56.3,RES01\svcDW_Admin_UNDP,,
14,10353853,95,20201119,20201119,2020-11-19,2020-11-19,3,South Asia,,SRI4385,4385,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ceylon Today; Ada Derana; Hiru News,National,"On 19 November 2020, a group of some 50 workers of a factory staged a silent protest inside the plant at Colombo city (Colombo district), demanding arrears amidst the coronavirus pandemic. [size=some 50]",0,10:00.7,RES01\svcDW_Admin_UNDP,,
15,10354142,95,20201121,20201121,2020-11-21,2020-11-21,3,South Asia,,SRI4386,4386,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Government of Sri Lanka (2019-),6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,News1st (Sri Lanka),National,"On 21 November 2020, a group of members of the Yatinuwara Pradeshiya Sabha staged a protest in Colombo city (Colombo district), against the demolition of a clock tower in Pilimatalawa. [size=no report]",0,10:00.7,RES01\svcDW_Admin_UNDP,,
16,10479588,95,20210125,20210125,2021-01-25,2021-01-25,3,South Asia,,SRI4555,4555,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Gampaha,Gampaha,Gampaha,7.0897,79.9925,1,Daily Mirror (Sri Lanka),National,"On 25 January 2021, members of 'People's Movement to Protect Schools' staged a protest in front of the Gampaha Railway Station (Gampaha), demanding the government to lower the cut off marks for the admission of children to schools through the scholarship examination. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
17,10479587,95,20210125,20210125,2021-01-25,2021-01-25,3,South Asia,,SRI4554,4554,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Lankadeepa; Virakesari,National,"On 25 January 2021, a group of social media activists staged a silent protest at the Galle Face protest venue in Colombo city (Colombo), demanding a presidential pardon for an MP and reducing of his sentence. [size=no report]",0,27:19.9,RES01\svcDW_Admin_UNDP,,
18,10516750,95,20210212,20210212,2021-02-12,2021-02-12,3,South Asia,,SRI4604,4604,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Sabaragamuwa,Ratnapura,Balangoda,Balangoda,6.6466,80.7007,1,Hiru News,National,"On 12 February 2021, a group of people including relatives of a person allegedly murdered by some assailants staged a protest at Seethagala area in Balangoda (Ratnapura district), demanding arrests of the suspects involved in the murder. [size=no report]",0,26:56.0,RES01\svcDW_Admin_UNDP,,
19,10515733,95,20210208,20210208,2021-02-08,2021-02-08,3,South Asia,,SRI4598,4598,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,1,Virakesari,National,"On 8 February 2021, a group of parents of school students and community level organizations staged a protest in Kilinochchi town (Kilinochchi), demanding the appointment of a principal for a school in the locality. [size=no report]",0,26:56.0,RES01\svcDW_Admin_UNDP,,
20,10353698,95,20201118,20201118,2020-11-18,2020-11-18,3,South Asia,,SRI4390,4390,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Prisoners (Sri Lanka),6,,,0,60,Western,Colombo,Colombo,Welikada,6.9081,79.8871,1,Ada Derana; Hiru News; Ceylon Today,National,"On 18 November 2020, a group of nearly 10 prison inmates staged a protest at Welikada prison (Colombo district), demanding a speedy trial of their cases. [size=nearly 10]",0,10:00.7,RES01\svcDW_Admin_UNDP,,
21,10372448,95,20201203,20201203,2020-12-03,2020-12-03,3,South Asia,,SRI4412,4412,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Health Workers (Sri Lanka); Labour Group (Sri Lanka),6,,,0,60,Southern,Hambantota,Tangalle,Tangalle,6.024,80.7911,1,Lankadeepa,National,"On 3 December 2020, about 25 people, including employees and health workers of Tangalle Base Hospital staged a protest in front of the hospital at Tangalle (Hambantota), demanding an increase in budget allocations for health amidst coronavirus pandemic among others. [size=about 25]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
22,10372447,95,20201203,20201203,2020-12-03,2020-12-03,3,South Asia,,SRI4406,4406,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Health Workers (Sri Lanka); Labour Group (Sri Lanka),6,,,0,60,Western,Kalutara,Horana,Horana,6.7159,80.0626,1,Lankadeepa,National,"On 3 December 2020, a large number of people including a group of employees and health workers of the Horana Base Hospital staged a protest in front of the hospital at Horana town (Horana, Kalutara district), demanding immediate measures to fill the vacancies among others. [size=large]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
23,10372446,95,20201203,20201203,2020-12-03,2020-12-03,3,South Asia,,SRI4402,4402,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Uva,Badulla,Badulla,Badulla,6.9895,81.0557,1,Lankadeepa,National,"On 3 December 2020, a group of graduates under the aegis of the 2019 Employed Graduates Association and the Joint Development Officer Center staged a protest in front of the Uva Provincial Council in Badulla (Badulla district, Uva), demanding recruitment of graduate youths as trainees in government institutions. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
24,10371860,95,20201130,20201130,2020-11-30,2020-11-30,3,South Asia,,SRI4409,4409,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Prisoners (Sri Lanka); Women (Sri Lanka),6,,,0,60,Western,Gampaha,Negombo,Negombo,7.2083,79.8358,1,Ada Derana; Hiru News,National,"On 30 November 2020, a group of female inmates at the Negombo Prison staged a protest over the prison building Negombo town (Gampaha district), demanding speedy trial and granting of bail. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
25,10371862,95,20201130,20201130,2020-11-30,2020-11-30,3,South Asia,,SRI4411,4411,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Women (Sri Lanka),6,,,0,60,North Western,Puttalam,Puttalam,Puttalam,8.0362,79.8283,1,Lankadeepa,National,"On 30 November 2020, a group of women staged a protest in Puttalam city (Puttalam district), demanding the return of money obtained from them by a private net finance bank. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
26,10371863,95,20201130,20201130,2020-11-30,2020-11-30,3,South Asia,,SRI4413,4413,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Prisoners (Sri Lanka),6,,,0,60,Western,Colombo,Colombo,Welikada,6.9081,79.8871,1,Ada Derana,National,"On 30 November 2020, a group of prison inmates staged a protest on the roof of the Welikada prison (Colombo district), demanding speedy trial of their cases. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
27,10371759,95,20201129,20201129,2020-11-29,2020-11-29,3,South Asia,,SRI4408,4408,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Health Workers (Sri Lanka); Labour Group (Sri Lanka),6,,,0,60,Western,Colombo,Maharagama,Maharagama,6.848,79.9265,1,Lankadeepa,National,"On 29 November 2020, a group of staffs of the Dambadeniya Base Hospital staged a protest in front of the hospital in Maharagama (Colombo district), against the assault of a security guard of the hospital by an assailant and demanded his arrest. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
28,10372065,95,20201201,20201201,2020-12-01,2020-12-01,3,South Asia,,SRI4403,4403,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Teachers (Sri Lanka); Labour Group (Sri Lanka),6,,,0,60,Western,Colombo,Kaduwela,Battaramulla South,6.8964,79.9181,1,Hiru News; Lankadeepa,National,"On 1 December 2020, members of 17 trade unions including the Ceylon Teachers Union staged a demonstration near the Parliament in Battaramulla South (Kaduwela, Colombo district), against the alleged non-allocation of funds to eliminate teacher principal salary anomalies. [size=no report]",0,01:01.6,RES01\svcDW_Admin_UNDP,,
29,10338405,95,20201027,20201027,2020-10-27,2020-10-27,3,South Asia,,SRI4366,4366,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),JVP: Janatha Vimukthi Peramuna,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Colombo Gazette,National,"On 27 October 2020, JVP protested at Colombo city (Colombo district) outside the US embassy over the arrival US State Secretary Mike Pompeo, claiming that the US was trying to pressure Sri Lanka to sign agreements disadvantageous to the country. [size=no report]",0,28:33.4,RES01\svcDW_Admin_UNDP,,
30,10339757,95,20201029,20201029,2020-10-29,2020-10-29,3,South Asia,,SRI4369,4369,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 29 October 2020, apple traders protested at Jaffna city (Jaffna district) against the present Chief Minister's alleged intention to dispose of their fruit stalls. [size=no report]",0,28:33.4,RES01\svcDW_Admin_UNDP,,
31,10339199,95,20201028,20201028,2020-10-28,2020-10-28,3,South Asia,,SRI4367,4367,2020,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),JVP: Janatha Vimukthi Peramuna,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Sunday Times (Sri Lanka),National,"On 28 October 2020, JVP protested at Colombo city (Colombo district) outside the US embassy over the arrival US State Secretary Mike Pompeo, claiming that the US was trying to pressurize Sri Lanka to sign agreements disadvantageous to the country. [size=no report]",0,28:33.4,RES01\svcDW_Admin_UNDP,,
32,9845203,95,20190116,20190116,2019-01-16,2019-01-16,3,South Asia,,SRI3038,3038,2019,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Labour Group (Sri Lanka),6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,3,Colombo Telegraph,National,"On 16 Jan, in Sri Lanka (assumed in Colombo city with GP 3), during the strike called upon by trade unions collectively known as, 'Protest Sri Lanka Telecom - Trade Union Collective,' protesters took to the streets to demand the removal of the President's brother from the SLT Chairmanship.",0,21:10.3,RES01\svcDW_Admin_UNDP,02:05.8,RES01\svcDW_Admin_UNDP
33,9845163,95,20181202,20181202,2018-12-02,2018-12-02,3,South Asia,,SRI2873,2873,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),UNF: United National Front,6,,,0,60,Southern,Hambantota,Tangalle,Tangalle,6.024,80.7911,2,Daily Mirror (Sri Lanka),National,"On 2 Dec, in Tangalle DS (Hambantota), the UNF staged a protest called the 'Yukthiya Udesa' (Rise for Justice) to demand an end to the political crisis in Sri Lanka and to urge the President to bow down to the will of the people.",0,21:10.3,RES01\svcDW_Admin_UNDP,02:05.8,RES01\svcDW_Admin_UNDP
34,9523416,95,20160609,20160609,2016-06-09,2016-06-09,3,South Asia,,SRI290,290,2016,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Women (Sri Lanka),6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"A mother and a group of supporters protested in front of the Presidential Secretariat, seeking a meeting with the President to plead with him to find the whereabouts of her husband who was abducted during the 'last regime.'",0,28:15.3,RES01\admbaldassarre,02:05.8,RES01\svcDW_Admin_UNDP
35,9706747,95,20150618,20150618,2015-06-18,2015-06-18,3,South Asia,,SRI82,82,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),JVP: Janatha Vimukthi Peramuna,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily News (Sri Lanka),National,The Janatha Vimukthi Peramuna (JVP) has organized a march in Colombo to protest against the new government's 'failure' to fully implement the promises it made to the people at the last election,0,28:15.3,RES01\admbaldassarre,02:05.8,RES01\svcDW_Admin_UNDP
36,9847017,95,20181202,20181202,2018-12-02,2018-12-02,3,South Asia,,SRI2869,2869,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Government of Sri Lanka (2015-2019),6,,,0,60,Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,1,News1st (Sri Lanka),National,"On 2 Dec, in Hambantota, protesters staged a 'Satyagraha' sit-in protest to call for a general election. The Hambantota Councilors were also present during the protest. A petition with 1 million signatures is also being organized during the Satyagraha. Protest still ongoing as of 6 Dec.",0,21:10.3,RES01\svcDW_Admin_UNDP,02:05.8,RES01\svcDW_Admin_UNDP
37,9847009,95,20181125,20181125,2018-11-25,2018-11-25,3,South Asia,,SRI2840,2840,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),Students (Sri Lanka),6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Sunday Times (Sri Lanka),National,"On 25 Nov, in Colombo city, the National Students Federation commenced a 'Satyagraha' sit-in protest at the Vihara Maha Devi Park facing the Nelum Pokuna Mahinda Rajapaksa Theatre to demand elections next year.",0,21:10.3,RES01\svcDW_Admin_UNDP,02:05.8,RES01\svcDW_Admin_UNDP
