,ACLED_PK,KPIFK,TimeFK_Event_Date,DateClean,Flashfill,Date Format,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
2070,9945571,95,20181225,20181225,2018-12-25,2018-12-25,3,South Asia,,SRI2984,2984,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Eastern,Ampara,Thirukkovil,Thirukkovil,7.1203,81.849,2,Island (Sri Lanka),National,"On 25 Dec, in Thirukkovil area (Ampara), Thirukkovil residents staged a protest opposite the Kovil to oppose the removal of an army camp in the area. They said the presence of the army had deterred the drug addicts.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2071,9945632,95,20181118,20181118,2018-11-18,2018-11-18,3,South Asia,,SRI2820,2820,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Puttalam,Puttalam,8.0362,79.8283,2,Hiru News,National,"On 18 Nov, in Puttalam DS area (Puttalam), protesters staged a demonstration to denounce the Speaker of the House for his actions and to demand for general elections.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2072,9945505,95,20181007,20181007,2018-10-07,2018-10-07,3,South Asia,,SRI2697,2697,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Kalutara,Mathugama,Matugama,6.5204,80.1128,2,Hiru News,National,"On 7 Oct, in Matugama (Kalutara), residents and relatives staged a protest at the Thebuwana Junction area to support a police sergeant who was arrested over his unruly behaviour after learning that one of his arrestees was released without a fair inquiry.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2073,9945503,95,20180923,20180923,2018-09-23,2018-09-23,3,South Asia,,SRI2691,2691,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Kalpitiya,Kalpitiya,8.1666,79.7166,2,Hiru News,National,"On 23 Sep, in Kalpitiya DS (Puttalam), villagers launched and indefinte sit-in campaign in front of the Kalpitiya Divisional Secretariat to protest about the proposed dumping of garbage in Aruwakkal. (Sit-in protests were reported until 10 Dec)",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2074,8392917,95,20110220,20110220,2011-02-20,2011-02-20,3,South Asia,,SRI1623,1623,2011,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),,7,37,Southern,Galle,Welivitiya-Divithura,Ethkandura,6.2332,80.1556,2,Daily Mirror (Sri Lanka),National,Two unidentified gunmen on a motorbike carried out a drive by shooting killing two people in a trishaw. The incident reportedly occurred over disagreements anout the upcoming local elections.,2,13:45.0,RES01\svcDW_Admin_UNDP,31:27.8,RES01\svcDW_Admin_UNDP
2075,5566288,95,20200620,20200620,2020-06-20,2020-06-20,3,South Asia,,SRI4193,4193,2020,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Military Forces of Sri Lanka (2019-),,1,Civilians (Sri Lanka),,7,17,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Virakesari,National,"On 20 June 2020, Sri Lankan military shot dead a civilian on charges of suspected illegal mining at Jaffna (Jaffna, Jaffna district).",1,27:31.8,RES01\svcDW_Admin_UNDP,24:39.6,RES01\svcDW_Admin_UNDP
2076,8781732,95,20110926,20110926,2011-09-26,2011-09-26,3,South Asia,,SRI1791,1791,2011,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Disrupted weapons use,"All instances in which an event of ‘Explosions/Remote violence’ is prevented from occurring, or whenever armed actors seize significant caches of weapons. ",Military Forces of Sri Lanka (2005-2015),,1,,,0,10,Southern,Hambantota,Lunugamvehera,Weerawila,6.2594,81.2164,1,Daily Mirror (Sri Lanka),National,Detonation: 1 soldier was reported killed and 2 others injured following a series of accidental explosions that took place in the ammunition dump of a military camp. The Army Chief appointed a committee to investigate on the explosion.,1,13:45.0,RES01\svcDW_Admin_UNDP,,
2077,10294095,95,20200313,20200313,2020-03-13,2020-03-13,3,South Asia,,SRI4129,4129,2020,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Sri Lanka),,5,Police Forces of Sri Lanka (2019-),,1,15,Eastern,Batticaloa,Manmunai South and Eruvilpattu,Kalawanchikudy,7.5293,81.7933,1,Virakesari,National,"On 13 March 2020, rioters attacked an ambulance and attempted to disrupt hospital activities in Kalwanchikudy town (Manmunai South and Eruvilpattu, Batticaloa district) over transportation of patients afflicted with coronavirus. Police arrested six persons for rioting. [size=at least 6]",0,23:11.4,RES01\svcDW_Admin_UNDP,59:43.9,RES01\svcDW_Admin_UNDP
2078,9945475,95,20180717,20180717,2018-07-17,2018-07-17,3,South Asia,,SRI2555,2555,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,2,Ada Derana,National,"Protesters staged a demonstration and blocked the Tissamaharama-Kataragama main road at Bogahapelessa, Hambantota district, Southern, on 17 July, demanding drinking water.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2079,9847056,95,20180902,20180902,2018-09-02,2018-09-02,3,South Asia,,SRI2623,2623,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,Delthota,Galaha,7.1979,80.6646,1,Ada Derana,National,"On 2 Sept, in Galaha (Delthota, Kandy), residents staged a protest outside the Galaha Hospital to demand the reopening of the facility after the residents damaged its property on 28 Aug over the death of an infant due to alleged neglect by medical personnel.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2080,9847054,95,20180829,20180829,2018-08-29,2018-08-29,3,South Asia,,SRI2617,2617,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Ada Derana,National,"On 29 Aug, in Fort (Colombo, Colombo), a protest organized by Dependents of Police War Heroes occurred demanding to settle the arrears of the allowances entitled for them. The police was also present to ensure peaceful protest.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2081,9847050,95,20180818,20180818,2018-08-18,2018-08-18,3,South Asia,,SRI2588,2588,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Kurunegala,Bingiriya,Bingiriya,7.6135,79.9581,1,Ada Derana,National,"On August 18, residents of the Weerapokuna area staged a protest at Bingiriya town, North Western, against the drug issue prevailing in the area.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2082,9847047,95,20180807,20180807,2018-08-07,2018-08-07,3,South Asia,,SRI2578,2578,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Uva,Moneragala,Moneragala,Monaragala,6.8714,81.3487,1,Ada Derana,National,"On August 7, locals staged a demonstration outside the Monaragala Magistrate's Court, in Monaragala city, Uva, against the bailing out of two teachers who molested a female student.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2083,9847029,95,20180602,20180602,2018-06-02,2018-06-02,3,South Asia,,SRI1100,1100,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily News (Sri Lanka),National,"ETI depositors staged a protest in Colombo city, Western, on 2 June, demanding the return of their money.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2084,9847024,95,20180509,20180509,2018-05-09,2018-05-09,3,South Asia,,SRI1078,1078,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Sabaragamuwa,Ratnapura,Ratnapura,Ratnapura,6.6828,80.3992,1,Hiru News,National,"Parents staged a protest in Ratnapura city, Sabaragamuwa, on 9 May, demanding the authorities to assign enough teachers to a local school.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2085,9846530,95,20180331,20180331,2018-03-31,2018-03-31,3,South Asia,,SRI1059,1059,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Kilinochchi,Karachchi,Kilinochchi,9.3961,80.3982,1,Daily News (Sri Lanka),National,"Families of missing persons staged a protest in Kilinochchi town, Northern, on 31 March. A minister met with the protesters and requested them to end their protest.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2086,9846527,95,20180319,20180319,2018-03-19,2018-03-19,3,South Asia,,SRI1049,1049,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Hiru News,National,"Relatives of people detained by LTTE staged a protest in Jaffna city, Northern, on 19 March demanding their release.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2087,9846519,95,20180216,20180216,2018-02-16,2018-02-16,3,South Asia,,SRI1014,1014,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Gampaha,Biyagama,Biyagama,6.9689,79.977,1,Daily Mirror (Sri Lanka),National,"A protest was staged in Biyagama, Gampaha on 16 February 2018 following the forcible release of SLPP activists involved in a clash with UNP.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2088,9844872,95,20180121,20180121,2018-01-21,2018-01-21,3,South Asia,,SRI995,995,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Uva,Moneragala,Katharagama,Kataragama,6.4134,81.3346,1,Hiru News,National,A protest was staged in Kataragama on 21 January 2018 following the death of a motorcyclist in a police shooting.,0,21:10.3,RES01\svcDW_Admin_UNDP,,
2089,9844868,95,20180103,20180103,2018-01-03,2018-01-03,3,South Asia,,SRI984,984,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Kolonnawa,Kolonnawa,6.9329,79.8848,1,Hiru News,National,"On 3 January 2018, a protest was staged in Kolonnawa town (Colombo, Western) demanding compensation for houses that were abandoned due to the collapse of a garbage dump.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2090,9845049,95,20181114,20181114,2018-11-14,2018-11-14,3,South Asia,,SRI2805,2805,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Madampe,Medagama,7.5319,79.8761,1,Daily News (Sri Lanka),National,"On 14 Nov, in Medagama (Madampe, Puttalam), locals, including Maha Sanga, staged a protest claiming no road renovation in the Medagama Road has taken place for a considerable length of time. Police were deployed to control the situation.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2091,9845027,95,20181015,20181015,2018-10-15,2018-10-15,3,South Asia,,SRI2720,2720,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Central,Kandy,K.F.G. & G. Korale,Kandy,7.2955,80.6356,1,News1st (Sri Lanka),National,"On 15 Oct, in Kandy city (KFG&G Korale, Kandy), residents in Ampitiya obstructed the Kandy-Thalathu Oya road and staged a protest demanding the renovation of the road.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2092,9845025,95,20180927,20180927,2018-09-27,2018-09-27,3,South Asia,,SRI2713,2713,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Sunday Observer (Sri Lanka),National,"On 27 Sept, in Colombo, the National Movement for the Release of Political Prisoners staged a protest to show solidarity with Tamil prisoners who are on hunger strike at the Anuradhapura prison.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2093,9845092,95,20180808,20180808,2018-08-08,2018-08-08,3,South Asia,,SRI2581,2581,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Daily Mirror (Sri Lanka),National,"On August 8, depositors of ETI Finance marched through the streets of Colombo city, Western, urging the institute to settle their payments immediately.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2094,10294047,95,20190827,20190827,2019-08-27,2019-08-27,3,South Asia,,SRI3676,3676,2019,2,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Disrupted weapons use,"All instances in which an event of ‘Explosions/Remote violence’ is prevented from occurring, or whenever armed actors seize significant caches of weapons. ",Police Forces of Sri Lanka (2015-2019),,1,Unidentified Armed Group (Sri Lanka),,3,13,Northern,Kilinochchi,Pachchilaipalli,Pachchilapalli,9.5864,80.3629,1,Hiru News,National,"As reported on August 27, the Terrorism Investigation Division has uncovered a haul of weapons hidden in the Karandiaya locality of Pallai town ( Pachchilaipalli, Kilinochchi district). It has been reported that the haul included rifles, magazines, bullets, hand grenades, and explosives.",0,23:11.4,RES01\svcDW_Admin_UNDP,59:43.9,RES01\svcDW_Admin_UNDP
2095,9828652,95,20140411,20140411,2014-04-11,2014-04-11,3,South Asia,,SRI2422,2422,2014,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Sri Lanka (2005-2015),,1,LTTE: Liberation Tigers of Tamil Eelam,,2,12,Northern,Vavuniya,Vavuniya North,Nedunkerni,9.0529,80.6583,1,Daily News (Sri Lanka),National,"3 LTTE leaders were fatally shot by Sri Lankan army soldiers during a clash in Nedunkerni town, Northern, on 11 April.",3,28:15.3,RES01\admbaldassarre,,
2096,9548490,95,20150112,20150112,2015-01-12,2015-01-12,3,South Asia,,SRI1103,1103,2015,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,North Central,Anuradhapura,N. Palatha East,Anuradhapura,8.3123,80.4131,1,Daily Mirror (Sri Lanka),National,"In an incident of post-election violence, 1 person was killed in Anuradhapura, North Central during a clash between 2 political parties on 12 Jan.",1,28:15.3,RES01\admbaldassarre,,
2097,9645899,95,20150112,20150112,2015-01-12,2015-01-12,3,South Asia,,SRI1105,1105,2015,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Sri Lanka),,5,Rioters (Sri Lanka),,5,55,North Western,Puttalam,Chilaw,Chilaw,7.5758,79.7953,1,Daily Mirror (Sri Lanka),National,"In an incident of post-election violence, 1 person was killed in Chilaw, North Western, during a clash between 2 political parties on 12 Jan.",1,28:15.3,RES01\admbaldassarre,,
2098,9829883,95,20150809,20150809,2015-08-09,2015-08-09,3,South Asia,,SRI95,95,2015,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Excessive force against protesters,Individuals engaged in a peaceful protest are targeted with violence by an actor leading to serious/lethal injuries.,Protesters (Sri Lanka),,6,Police Forces of Sri Lanka (2015-2019),,1,16,Western,Colombo,Colombo,Colombo,6.9319,79.8478,1,Hiru News,National,A man died during a protest staged in Colombo on 9 August 2015 against the arrest of a woman. Police allegedly assaulted the man which resulted in his death.,1,28:15.3,RES01\admbaldassarre,,
2099,9645342,95,20131227,20131227,2013-12-27,2013-12-27,3,South Asia,,SRI2369,2369,2013,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),,7,37,Eastern,Trincomalee,Trincomalee Town and Gravets,Trincomalee,8.5711,81.2335,1,Daily Mirror (Sri Lanka),National,1 child was reported killed and 2 others injured as the IED they were examining in a jungle area in Trincomalee exploded. Police are investigating.,1,28:15.3,RES01\admbaldassarre,,
2100,9645372,95,20140611,20140611,2014-06-11,2014-06-11,3,South Asia,,SRI2443,2443,2014,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Police Forces of Sri Lanka (2005-2015),,1,Civilians (Sri Lanka),,7,17,Sabaragamuwa,Kegalle,Yatiyanthota,Kitulgala,6.9966,80.4068,1,Ada Derana,National,Police fatally shot a motorcyclist who refused to stop in Kitulgala on 11 June.,1,28:15.3,RES01\admbaldassarre,,
2101,9511781,95,20160216,20160216,2016-02-16,2016-02-16,3,South Asia,,SRI204,204,2016,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Sri Lanka),,3,Civilians (Sri Lanka),,7,37,Southern,Galle,Balapitiya,Balapitiya,6.278,80.0366,1,Hiru News,National,1 person was fatally shot and another injured by an unidentified group outside the Balapitiya court on 16 February 2016.,1,28:15.3,RES01\admbaldassarre,,
2102,9845090,95,20180731,20180731,2018-07-31,2018-07-31,3,South Asia,,SRI2575,2575,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Matara,Hakmana,Hakmana,6.0988,80.649,1,Hiru News,National,"On July 31, protesters blocked the traffic on the Matara-Walasmulla road via Hakmana city, Southern, to demand authorities to renovate the Aththudawa road.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2103,9845088,95,20180723,20180723,2018-07-23,2018-07-23,3,South Asia,,SRI2566,2566,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Sabaragamuwa,Kegalle,Warakapola,Warakapola,7.2226,80.1887,1,Hiru News,National,"On July 23, protesters blocked the Kandy - Colombo main road in Warakapola town, Sabaragamuwa. The reason for their protest was not mentioned.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2104,9845079,95,20180620,20180620,2018-06-20,2018-06-20,3,South Asia,,SRI1287,1287,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Sooriyawewa,Sooriyawewa,6.3167,81,1,Hiru News,National,"A protest was staged in Sooriyawewa town, Hambantota, Southern, on 20 June, by residents demanding compensation for their land acquired by the government.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2105,9845074,95,20180520,20180520,2018-05-20,2018-05-20,3,South Asia,,SRI1098,1098,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Western,Kalutara,Beruwala,Beruwala,6.4788,79.9828,1,Hiru News,National,"A protest was staged in Beruwala Town, Kalutara, Western on 20 May against a statement made by a minister regarding a day of mourning for a deceased LTTE leader.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2106,9845073,95,20180520,20180520,2018-05-20,2018-05-20,3,South Asia,,SRI1095,1095,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Chilaw,Chilaw,7.5758,79.7953,1,Hiru News,National,"A protest was staged in Chilaw Town, Puttalam, North Western, on 20 May against a statement made by a minister regarding a day of mourning for a deceased LTTE leader.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2107,9845064,95,20180401,20180401,2018-04-01,2018-04-01,3,South Asia,,SRI1057,1057,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Sabaragamuwa,Kegalle,Mawanella,Mawanella,7.2519,80.4453,1,Hiru News,National,"A protest was staged in Mawanella town, Sabaragamuwa on 1 April against SLFP organizer Athauda Seneviratne accusing him of corruption.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2108,9861829,95,20180221,20180221,2018-02-21,2018-02-21,3,South Asia,,SRI1018,1018,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Hambantota,Hambantota,6.1241,81.1185,1,Hiru News,National,"Parents of students of the Suchi National School in Hambantota, Southern, staged a protest on 21 Feb against the death of the principal of the school.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2109,9947618,95,20181207,20181207,2018-12-07,2018-12-07,3,South Asia,,SRI2903,2903,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Northern,Vavuniya,Vavuniya,Vavuniya,8.7514,80.4971,1,Daily Mirror (Sri Lanka),National,"On 7 Dec, in Vavuniya, residents staged a protest in front of the old bus stand in Vavuniya to denounce the murder of two policemen in Batticaloa and called on the Sinhalese, Tamils and Muslims to unite and prevent a recurrence of the Eelam War.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2110,9947524,95,20180621,20180621,2018-06-21,2018-06-21,3,South Asia,,SRI1289,1289,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,Southern,Hambantota,Sooriyawewa,Sooriyawewa,6.3167,81,1,Daily News (Sri Lanka),National,"A protest was staged in Sooriyawewa town, Hambantota, Southern, on 21 June, by residents demanding compensation for their land acquired by the government.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
2111,9947522,95,20180621,20180621,2018-06-21,2018-06-21,3,South Asia,,SRI1281,1281,2018,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Sri Lanka),,6,,,0,60,North Western,Puttalam,Mundalama,Mundalama,7.7977,79.8224,1,Sunday Times (Sri Lanka),National,"Residents of Mundalama town, Puttalam, North Western, staged a protest on 21 June, against a proposed tile factory in their area.",0,21:10.3,RES01\svcDW_Admin_UNDP,,
