,ACLED_PK,KPIFK,TimeFK_Event_Date,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
2026,11030331,95,20210209,203,Western Africa,,NIG19740,19740,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Yobe,Geidam,,Geidam,12.897,11.9304,1,Telegram; Daily Independent (Nigeria),New media-National,"On 9 February 2021, ISWAP clashed with Nigerian military troops in Geidam (Geidam LGA, Yobe) after attacking and looting the town. ISWAP sources report four soldiers killed and three taken prisoners. Property damage also reported and weapons and ammunition seized.",4,2021-05-06 17:38:13.050,RES01\admcunat,,
2027,11030196,95,20210118,203,Western Africa,,NIG19554,19554,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Damboa,,Kafa,11.3152,12.4731,2,Telegram,New media,"On 18 January 2021, ISWAP claimed an IED attack against a Nigerian army vehicle between Gorigi and Kafa (Damboa LGA, Borno) killing those onboard. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2028,11030172,95,20210115,203,Western Africa,,NIG19468,19468,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Damboa,,Gorigi,11.3723,12.4326,1,Telegram,New media,"On 15 January 2021, ISWAP claimed an IED attack against a Nigerian army tank in Gorigi (Damboa LGA, Borno), destroying a tank and killing those onboard. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2029,11030321,95,20210125,203,Western Africa,,NIG19696,19696,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Damboa,,Gorigi,11.3723,12.4326,1,Al Naba,Regional,"On 25 January 2021, ISWAP claimed an IED attack against Nigerian troops at Gorigi (Damboa LGA, Borno), killing and wounding several Nigerian soldiers. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2030,11030754,95,20210310,203,Western Africa,,NIG20088,20088,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Shelling/artillery/missile attack,"Long-range artillery or missile system used in the absence of any other engagement; includes shelling, artillery, mortars, guided missiles and rocket-propelled grenades (RPGs).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Abadan,,Malam Fatori,13.6746,13.3395,1,Telegram,New media,"On 10 March 2021, ISWAP launched mortar attacks on a camp of Nigerian Armed Forces at Malam Fatori (Abadam LGA, Borno). ISWAP fighters also launched IED attacks on a Nigerian foot patrol in the same area, killing and wounding ten soldiers. Fatalities coded as 5.",5,2021-05-06 17:38:13.050,RES01\admcunat,,
2031,11030182,95,20210117,203,Western Africa,,NIG19504,19504,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Damboa,,Gorigi,11.3723,12.4326,1,Twitter,New media,"On 17 January 2021, ISWAP claimed an IED attack against Nigerian troops in Gorigi (Damboa LGA, Borno), killing and wounding 20 soldiers. ISWAP militants also captured one APC. Fatalities coded as 10.",10,2021-05-06 17:38:13.050,RES01\admcunat,,
2032,11030528,95,20210108,203,Western Africa,,NIG19223,19223,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Nigeria),,7,27,Borno,Konduga,,Konduga,11.6558,13.4213,2,Daily Trust (Nigeria),National,"On 8 January 2021, Boko Haram militants attacked Ngumari Village near Moromti (Konduga LGA, Borno), killing three and injuring one other resident.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2033,10983814,95,20210308,203,Western Africa,,NIG20053,20053,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Katsina Communal Militia (Nigeria),,4,Civilians (Nigeria),Women (Nigeria),7,47,Katsina,Sabuwa,,Rafin Iwa,11.2624,7.0358,2,Sahara Reporters; Daily Trust (Nigeria); Daily Leadership (Nigeria),National-Regional,"On 8 March 2021, a Katsina communal militia invaded Katsalle village in Rafin Iwa (Sabuwa LGA, Katsina), abducting 30 residents who were mostly women. Gunmen demanded ransom.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2034,10983770,95,20210221,203,Western Africa,,NIG19877,19877,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Ikuru Communal Group (Nigeria),7,37,Rivers,Andoni,,Ikuru,4.4798,7.4902,1,Blueprint; Sahara Reporters; Daily Champion,National-Regional,"On 21 February 2021, unidentified gunmen abducted the traditional ruler of Ikuru Town at his palace in Ikuru (Andoni LGA, Rivers) over the alleged negligence of the community. Kidnapped victim was later released.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2035,10983811,95,20210307,203,Western Africa,,NIG20038,20038,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),Police Forces of Nigeria (2015-),7,37,Edo,Oredo,,Benin City,6.3351,5.6275,1,Nigerian Observer; CKN Nigeria; Daily Independent (Nigeria),Subnational-National,"On 7 March 2021, unidentified gunmen abducted a senior police officer at his residence in Benin (Oredo LGA, Edo). Gunmen demanded ransom. Victim was later released.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2036,10650543,95,20210118,203,Western Africa,,NIG19525,19525,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Police Forces of Nigeria (2015-),,1,Civilians (Nigeria),Students (Nigeria),7,17,Lagos,Oshodi,,Oshodi,6.5582,3.3466,2,Sahara Reporters,Regional,"On 18 January 2021, Nigerian police forces assaulted and tortured a student at Mosafejo around the Oshodi area (Oshodi-Isolo LGA, Lagos) for having a 'covered number plate' and for being 'rude.' No reported fatalities.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2037,11030275,95,20210223,203,Western Africa,,NIG19898,19898,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Government regains territory,Government forces or their affiliates fighting against competing state forces or non-state groups regain control of a location. ,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Monguno,,Monguno,12.6786,13.6079,2,Telegram; Blueprint; Defense Post,Other-New media,"On 23 February 2021, Nigerian Armed Forces regained Marte and adjoining communities in the Lake Chad region [coded to Monguno] in Borno State from Boko Haram. Government sources report that scores of Boko Haram fighters were killed in the operations. ISWAP sources on the other hand report that attack was repelled and that a number of Nigerian soldiers were killed and wounded. Fatalities coded as 10 and split across two events.",5,2021-05-06 17:38:13.050,RES01\admcunat,,
2038,11030878,95,20210320,203,Western Africa,,NIG20190,20190,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Nganzai,,Alarge,12.5355,13.3014,2,Telegram,New media,"On 20 March 2021, ISWAP fighters clashed with Nigerian military at Ladari in Alarge (Nganzai LGA, Borno), allegedly killing and wounding a number of soldiers. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2039,11030488,95,20210105,203,Western Africa,,NIG19399,19399,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Monguno,,Monguno,12.6786,13.6079,2,Al Naba,Regional,"On 5 January 2021, ISWAP ambushed Nigerian troops near Monguno (Monguno LGA, Borno), killing and wounding a number of soldiers. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2040,11030324,95,20210205,203,Western Africa,,NIG19711,19711,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Ngala,,Gamboru,12.373,14.2069,1,Twitter; Telegram,New media,"On 5 February 2021, ISWAP attacked Gamboru (Ngala LGA, Borno) but were repelled by Nigerian military troops. Several ISWAP fighters were reportedly killed and weapons and ammunitions recovered. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2041,10651232,95,20210319,203,Western Africa,,NIG20189,20189,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Police Forces of Nigeria (2015-),,1,Civilians (Nigeria),Journalists (Nigeria),7,17,Lagos,Mushin,,Mushin,6.5263,3.3571,2,Guardian (Nigeria); Sahara Reporters,Subnational-Regional,"On 19 March 2021, Nigerian police attacked and tortured a journalist at Onipanu (Mushin LGA, Lagos) for recording the harassment and forceful arrest of a resident in the area. No reported fatalities.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2042,10983785,95,20210227,203,Western Africa,,NIG19952,19952,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Nigeria),Labour Group (Nigeria),7,27,Borno,Kaga,,Mainok,11.8288,12.6345,1,Daily Post (Nigeria),National,"On 27 February 2021, the explosion of a device planted by Boko Haram in Mainok (Kaga LGA, Borno) led to the injury of two engineers from the Transmission Company of Nigeria (TCN) and Yola Electricity Distribution Company (YEDC).",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2043,10650565,95,20210129,203,Western Africa,,NIG19629,19629,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,Civilians (Nigeria),Aid Workers (Nigeria),7,27,Borno,Mobbar,,Damasak,13.0977,12.4952,2,EONS Intelligence,National,"On 29 January 2021, Boko Haram militants abducted an NGO staff member on the road between Gubio (Gubio LGA, Borno) and Damasak (Mobbar LGA, Borno).",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2044,10650653,95,20210224,203,Western Africa,,NIG19939,19939,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,Ogudu Communal Militia (Nigeria),,4,Civilians (Nigeria),Ife Tuntun Communal Group (Nigeria),7,47,Osun,Ife Central,,Ile-Ife,7.4824,4.5603,1,Daily Post (Nigeria); Nigeria Punch,National,"Looting/Property destruction: On 24 February 2021, armed men associated with the traditional leader of Ogudu looted and vandalized the properties of the Ife Tuntun traditional leader in Ile-Ife (Ife Central LGA, Osun) over a land dispute. The unidentified armed men carted away cash and set four houses, cars, and other valuables ablaze.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2045,11030294,95,20210226,203,Western Africa,,NIG19932,19932,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Students (Nigeria); Women (Nigeria),7,47,Zamfara,Talata Mafara,,Jangebe,12.1952,6.0676,1,Business Day (Nigeria); Daily Independent (Nigeria); Blueprint,National,"On 26 February 2021, a Zamfara communal militia abducted over 300 female students of the Government Girls Secondary School in Jangebe (Talata Mafara LGA, Zamfara). 7 kidnapped victims escaped. Reason for abduction unknown. Remaining victims were later released. Unclear whether ransom was paid.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2046,10603999,95,20210227,203,Western Africa,,NIG19954,19954,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Students (Nigeria),7,47,Niger,Rafi,,Pan Dongari,10.41,6.3985,1,Sun (Nigeria),National,"On 27 February 2021, a Niger communal militia abducted seven boys suspected to be students of Government Technical College in Pan Dongari (Rafi LGA, Niger). Reason for abduction unknown. The militiamen also abducted several residents in the area.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2047,10603995,95,20210226,203,Western Africa,,NIG19945,19945,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Muslim Group (Nigeria),7,47,Niger,Rafi,,Madaka,10.0116,6.4587,2,Nigeria Punch; CKN Nigeria,National,"On 26 February 2021, a Niger communal militia abducted the chief imam of Madaka village and other residents at Rubo Village in Madaka (Rafi LGA, Niger). Reason for abduction unknown.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2048,10604149,95,20210317,203,Western Africa,,NIG20160,20160,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Niger Communal Militia (Nigeria),,4,Civilians (Nigeria),Protestant Christian Group (Nigeria),7,47,Niger,Rafi,,Yakila,9.9254,6.1338,1,Daily Independent (Nigeria),National,"On 17 March 2021, a Niger communal militia abducted a Baptist Church pastor in Yakila (Rafi LGA, Niger). Reason for abduction unknown.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2049,11030529,95,20210108,203,Western Africa,,NIG19227,19227,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Jere,,Tungushe,11.9621,13.1433,1,Telegram,New media,"On 8 January 2021, ISWAP clashed with Nigerian troops at Tungushe (Jere LGA, Borno), killing and wounding a number of soldiers. Unknown fatalities coded as 10.",10,2021-05-06 17:38:13.050,RES01\admcunat,,
2050,11030351,95,20210216,203,Western Africa,,NIG19837,19837,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Guzamala,,Bindiri,12.8113,13.1644,1,Telegram,New media,"On 16 February 2021, ISWAP fighters clashed with Nigerian military troops at Bindiri in Borno State, killing four soldiers and injuring others.",4,2021-05-06 17:38:13.050,RES01\admcunat,,
2051,11030343,95,20210212,203,Western Africa,,NIG19795,19795,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Damboa,,Gorigi,11.3723,12.4326,1,Telegram,New media,"On 12 February 2021, ISWAP fighters clashed with Nigerian military at Gorigi (Damboa LGA, Borno), killing five soldiers and seizing weapons and ammunition. Property destruction also reported.",5,2021-05-06 17:38:13.050,RES01\admcunat,,
2052,11030335,95,20210210,203,Western Africa,,NIG19755,19755,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Askira Uba,,Askira,10.647,12.911,1,EONS Intelligence; Telegram; Daily Trust (Nigeria),New media-National,"On 10 February 2021, Nigerian military troops clashed with ISWAP fighters in Askira (Askira/Uba LGA, Borno). Conflicting reports suggest that at least 31 Boko Haram or 100 Boko Haram fighters were killed and weapons and ammunition recovered by the Nigerian military. ISWAP sources report that 3 soldiers were killed and others wounded. ISWAP fighters also set ablaze a church and an army barracks and seized weapons and ammunition.",34,2021-05-06 17:38:13.050,RES01\admcunat,,
2053,10604133,95,20210311,203,Western Africa,,NIG20104,20104,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Katsina Communal Militia (Nigeria),,4,Civilians (Nigeria),Muslim Group (Nigeria),7,47,Katsina,Faskari,,Sheme,11.7048,7.1131,2,Inside Arewa (Nigeria),National,"On 11 March 2021, a Katsina communal militia abducted between 30-70 Muslim passengers along the Kankara - Sheme road (Faskari LGA, Katsina). Police sources deny abduction reports, alleging that passengers were not kidnapped but fled into the forest for safety.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2054,10650666,95,20210303,203,Western Africa,,NIG20000,20000,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Sokoto Communal Militia (Nigeria),,4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Sokoto,Goronyo,,Goronyo,13.4423,5.6723,2,CKN Nigeria,National,"On 3 March 2021, a Sokoto communal militia invaded the residence of the Sokoto State Commissioner for Youth and Sport Development in Gorau Town (Goronyo LGA, Sokoto), abducting two persons. Reason for abduction unknown.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2055,10983741,95,20210315,203,Western Africa,,NIG20136,20136,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Students (Nigeria); Teachers (Nigeria),7,47,Kaduna,Birnin Gwari,,Birnin Gwari,10.6637,6.54,2,Daily Champion; Business Day (Nigeria); Daily Trust (Nigeria),National,"On 15 March 2021, a Kaduna communal militia invaded a primary school in Rama (Birnin Gwari LGA, Kaduna), abducting three teachers and some students. Three kidnapped student victims escaped. Reason for abduction unknown.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2056,10983740,95,20210315,203,Western Africa,,NIG20134,20134,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Birnin-Gwari Communal Militia (Nigeria),7,47,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,Blueprint,National,"On 15 March 2021, a Kaduna communal militia attacked and shot at the vehicle of the Emir of Birnin Gwari around the Zonkoro axis of the Kaduna-Birnin Gwari road in Chikun LGA (Kaduna). Unknown reason for attack. No reported fatalities.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2057,10983803,95,20210303,203,Western Africa,,NIG20004,20004,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),Farmers (Nigeria),7,47,Zamfara,Maru,,Maru,12.3342,6.4057,2,Daily Independent (Nigeria),National,"On 3 March 2021, a suspected Zamfara communal militia invaded Tungar Baushe community (Maru LGA, Zamfara), abducting at least 50 residents, including women and children. Militiamen also set two vehicles ablaze loaded with grains and other valuables. Government sources report that the attack was a reprisal attack and that no casualties were reported. Community sources on the other hand report that the attack was as a result of residents' refusal to pay militiamen a fixed levy to avoid being attacked.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2058,10983789,95,20210228,203,Western Africa,,NIG19962,19962,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),Farmers (Nigeria),7,47,Kaduna,Zangon Kataf,,Zangon Katab,9.8333,8.4,2,Daily Trust (Nigeria); Daily Independent (Nigeria); Blueprint,National,"On 28 February 2021, a Kaduna communal militia attacked and injured dry season farmers around the Zango Urban general area (Zango-Kataf LGA, Kaduna) [coded to Zangon Katab] and carted away equipment and other valuables.",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2059,10608008,95,20210202,203,Western Africa,,NIG19658,19658,2021,2,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Violent demonstration,"A group of individuals that engage in a demonstration involving violence. Examples include vandalism; road-blocking, using barricades, etc.",Rioters (Nigeria),,5,Civilians (Nigeria),Labour Group (Nigeria),7,57,Kogi,Ajaokuta,,Ajaokuta,7.4605,6.6947,2,Inside Arewa (Nigeria); Blueprint,National,"Around 2 February 2021 (as reported), youth residents under the auspices of Pan African Youths Development Network vandalized BN Ceramic Industry Nigeria Limited in Ajaokuta LGA (Kogi) over the death of two company employees. Company sources report that the youth group also demanded a bus and a certain amount of money to be paid to them from the company's monthly profit. [size=no report]",0,2021-05-06 17:38:13.050,RES01\admcunat,,
2060,11030224,95,20210110,203,Western Africa,,NIG19416,19416,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Damboa,,Kafa,11.3152,12.4731,1,Telegram; Business Day (Nigeria),New media-National,"On 10 January 2021, ISWAP clashed with Nigerian military troops following a SVBIED attack at Kafa (Damboa LGA, Borno), allegedly killing at least 5 soldiers and injuring 11 others. Military sources also report that 6 militants were neutralized and a gun truck and several weapons as well as equipment belonging to ISWAP destroyed.",11,2021-05-06 17:38:13.050,RES01\admcunat,,
2061,11030175,95,20210115,203,Western Africa,,NIG19475,19475,2021,2,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Borno,Kaga,,Mainok,11.8288,12.6345,2,Daily Champion,National,"Around 15 January 2021 (as reported), Nigerian Airforce conducted air strikes against ISWAP elements at around the Jakana-Mainok axis (Kaga LGA, Borno), killing several and destroying their structures. Unknown fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2062,11030177,95,20210114,203,Western Africa,,NIG19482,19482,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,,2,12,Borno,Bama,,Bama,11.5221,13.6856,2,Blueprint,National,"On 14 January 2021, Nigerian Airforce conducted air strikes against Boko Haram elements at Nuwara Village (Bama LGA, Borno), killing several and destroying their structures. Several fatalities coded as 3.",3,2021-05-06 17:38:13.050,RES01\admcunat,,
2063,11030787,95,20210306,203,Western Africa,,NIG20035,20035,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Abadan,,Malam Fatori,13.6746,13.3395,2,Daily Post (Nigeria); Daily Champion,National,"On 6 March 2021, Nigerian Airforce conducted air strikes against ISWAP militants at Madayi, Arge and Arijallamari in Abadam LGA (Borno), killing scores of militants and destroying several weapons and gun trucks. Fatalities split across two events.",6,2021-05-06 17:38:13.050,RES01\admcunat,,
2064,10604016,95,20210304,203,Western Africa,,NIG20009,20009,2021,2,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Violent demonstration,"A group of individuals that engage in a demonstration involving violence. Examples include vandalism; road-blocking, using barricades, etc.",Rioters (Nigeria),,5,Civilians (Nigeria),Labour Group (Nigeria),7,57,Imo,Ohaji,,Asa,5.3828,6.776,1,Daily Trust (Nigeria),National,"Around 4 March 2021, angry youth residents set a truck ablaze in Asa community (Ohaji/Egbema LGA, Imo) over the death of another resident by a soldier. [size=no report]",0,2021-05-06 17:38:13.050,RES01\admcunat,,
