,ACLED_PK,KPIFK,TimeFK_Event_Date,CountryFK,ACLED_Region,ACLED_GWNO,ACLED_Event_ID_Cnty,ACLED_Event_ID_No_Cnty,ACLED_Year,ACLED_Time_Precision,ACLED_Event_Type,ACLED_Event_TypeDesc,ACLED_Event_SubType,ACLED_Event_SubTypeDesc,ACLED_Actor1,ACLED_Ally_Actor1,ACLED_Inter1,ACLED_Actor2,ACLED_Ally_Actor2,ACLED_Inter2,ACLED_Interaction,ACLED_Admin1,ACLED_Admin2,ACLED_Admin3,ACLED_Location,ACLED_Latitude,ACLED_Longitude,ACLED_Geo_Precision,ACLED_Source,ACLED_SourceScale,ACLED_Notes,ACLED_Fatalities,ACLED_CreatedOn,ACLED_CreatedBy,ACLED_UpdatedOn,ACLED_UpdatedBy
0,11454420,95,20210914,203,Western Africa,,NIG21968,21968,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),Women (Nigeria),6,,,0,60,Kano,Kumbotso,,Kumbotso,11.888,8.5022,2,Daily Independent (Nigeria); Nigeria Punch,National,"On 14 September 2021, hundreds of women protested the absence of power supply in Kumbotso LGA (Kano) coded as Kumbotso. The protesters claimed that there has been no power supply in the area for seven years. [size=hundreds]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
1,11454423,95,20210914,203,Western Africa,,NIG21971,21971,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),Students (Nigeria),6,,,0,60,Edo,Egor,,Ugbowo,6.4003,5.6101,1,The Cable (Nigeria); Daily Independent (Nigeria); Nigeria Punch,National,"On 14 September 2021, hundreds of students blocked the main gate of the university of Benin and the Benin-Lagos highway in Ugbowo (Egor, Edo) while protesting a hike in school fees and demanding a reduction. [size=hundreds]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
2,11453528,95,20210911,203,Western Africa,,NIG21937,21937,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),APC: All Progressives Congress,6,,,0,60,Kaduna,Kaduna North,,Kaduna,10.5222,7.4383,1,Nigeria Punch; Vanguard (Nigeria),National,"On 11 September 2021, supporters of an APC candidate in the LGA elections protested in Kaduna (Kaduna North, Kaduna) against the declaration of the elections as inconclusive by the state independent electoral commission. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
3,11455289,95,20210917,203,Western Africa,,NIG21986,21986,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),,6,,,0,60,Bauchi,Bauchi,,Bayara,10.2105,9.7266,1,Nigeria Punch; EONS Intelligence,National,"On 17 September 2021, residents of Bayara (Bauchi, Bauchi) protested over the government's alleged negligence on security and increased kidnappings. The protest was triggered by the abduction of a woman earlier during the day. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
4,11454094,95,20210913,203,Western Africa,,NIG21949,21949,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),,6,,,0,60,Edo,Ovia North East,,Ekehuan,6.1901,5.3699,1,Nigeria Punch,National,"On 13 September 2021, residents of Ekehuan (Ovia North East, Edo) blocked the road in protest over the dilapidated roads in the area. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
5,11454095,95,20210913,203,Western Africa,,NIG21950,21950,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),,6,,,0,60,Oyo,Ibarapa East,,Eruwa,7.5333,3.4167,1,Daily Post (Nigeria),National,"On 13 September 2021, residents of Eruwa (Ibarapa East, Oyo) protested against the appointment of the chairman of the governing board of the tertiary institution in the area; they also demanded the dissolution of the board. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
6,11454413,95,20210914,203,Western Africa,,NIG21961,21961,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),Labour Group (Nigeria),6,,,0,60,Cross River,Calabar Municipal,,Calabar,4.9667,8.3333,1,Cross River Watch; Pulse.ng,Subnational-National,"On 14 September 2021, dozens of workers protested in Calabar (Calabar Municipal, Cross River) requesting the payment of their salaries owed for three years. [size=dozens]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
7,11454093,95,20210913,203,Western Africa,,NIG21948,21948,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Peaceful protest,"Demonstrators engaged in a protest while not engaging in violence or other forms of rioting behavior, and are not faced with any sort of force or engagement.",Protesters (Nigeria),Government of Nigeria (2015-),6,,,0,60,Anambra,Awka South,,Awka,6.2101,7.0741,1,Sahara Reporters,Regional,"On 13 September 2021, the governor of Anambra state led a protest in Awka (Awka South, Anambra) against the sit at home order made by the IPOB. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
8,11453236,95,20210909,203,Western Africa,,NIG21925,21925,2021,2,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Other,"Any significant development that does not fall into the other sub-event types including the occurrence of a coup, displacement of civilian population, discovery of mass graves etc.",Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Sokoto,Dange-Shuni,,Boda,12.8059,5.3508,1,ReliefWeb,Other,"Displacement: Around 9 September 2021 (between 6 - 12 September), 276 people from 54 affected households were displaced from Boda (Dange-Shuni, Sokoto) to neighboring wards in the state due to attacks from armed militias.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
9,11453237,95,20210909,203,Western Africa,,NIG21926,21926,2021,2,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Other,"Any significant development that does not fall into the other sub-event types including the occurrence of a coup, displacement of civilian population, discovery of mass graves etc.",Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Benue,Katsina Ala,,Katsina-Ala,7.1693,9.2846,1,ReliefWeb,Other,"Displacement: Around 9 September 2021 (between 6 - 12 September), 1,200 civilians from two hundred affected households were displaced from Katsina-Ala (Katsina Ala, Benue) to neighboring wards in the state due to attacks from armed militias.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
10,11453239,95,20210909,203,Western Africa,,NIG21928,21928,2021,2,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Other,"Any significant development that does not fall into the other sub-event types including the occurrence of a coup, displacement of civilian population, discovery of mass graves etc.",Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Katsina,Sabuwa,,Sabuwa,11.173,7.1172,1,ReliefWeb,Other,"Displacement: Around 9 September 2021 (between 6 - 12 September), 51 civilians from nine households were displaced from Sabuwa (Sabuwa, Katsina) to neighboring wards in the state due to attacks from armed militias.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
11,11453240,95,20210909,203,Western Africa,,NIG21929,21929,2021,2,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Other,"Any significant development that does not fall into the other sub-event types including the occurrence of a coup, displacement of civilian population, discovery of mass graves etc.",Civilians (Nigeria),Refugees/IDPs (Nigeria),7,,,0,70,Sokoto,Tureta,,Tureta,12.5937,5.5439,1,ReliefWeb,Other,"Displacement: Around 9 September 2021 (between 6 - 12 September), 693 civilians from 132 affected households were displaced from Tureta (Tureta, Sokoto) to neighboring wards in the state due to attacks from armed militias.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
12,11454096,95,20210913,203,Western Africa,,NIG21951,21951,2021,2,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Violent demonstration,"A group of individuals that engage in a demonstration involving violence. Examples include vandalism; road-blocking, using barricades, etc.",Rioters (Nigeria),Achaba Riders Militia,5,,,0,50,Gombe,Gombe,,Gombe,10.2897,11.1673,1,Nigeria Punch,National,"Around 13 September 2021 (as reported), some Achaba riders vandalized a building while demonstrating the killing of their colleague by officials in Gombe (Gombe, Gombe). [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
13,11453793,95,20210912,203,Western Africa,,NIG21943,21943,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Violent demonstration,"A group of individuals that engage in a demonstration involving violence. Examples include vandalism; road-blocking, using barricades, etc.",Rioters (Nigeria),,5,,,0,50,Osun,Orolu,,Ifon,7.8667,4.4833,1,Osun Defender,Subnational,"On 12 September 2021, a group demonstrated against the killing of one person in a fight by setting up bonfires on the road in Ifon (Orolu, Osun). [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
14,11454416,95,20210914,203,Western Africa,,NIG21964,21964,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),Christian Militia (Nigeria); Vigilante Group (Nigeria),5,Civilians (Nigeria),,7,57,Adamawa,Fufore,,Fufore,9.2167,12.65,2,EONS Intelligence,National,"On 14 September 2021, a mob of Christian youths killed seven persons accused of witchcraft in Dasin Bwate (Fufore, Adamawa) coded as Fufore. [size=no report]",7,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
15,11453292,95,20210910,203,Western Africa,,NIG21930,21930,2021,1,Protests,"A protest is defined as a public demonstration in which the participants do not engage in violence, though violence may be used against them.",Excessive force against protesters,Individuals engaged in a peaceful protest are targeted with violence by an actor leading to serious/lethal injuries.,Protesters (Nigeria),Students (Nigeria),6,NSCDC: Nigeria Security and Civil Defence Corps,,1,16,Kwara,Ilorin East,,Illorin,8.5,4.55,1,Daily Post (Nigeria); Inside Arewa (Nigeria),National,"On 10 September 2021, Nigerian Security and Civil Defense Corps intervened in a students' protest over alleged extortion by security forces in Illorin (Ilorin East, Kwara). Tear gas was fired at the protesters and some were injured in the protest, one protester was hospitalized due to gunshot wounds. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
16,11449218,95,20210908,203,Western Africa,,NIG21908,21908,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence. ",Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Ondo,Akoko North East,,Ikare,7.5259,5.7534,2,Nigeria Punch; The Cable (Nigeria); Daily Post (Nigeria); Blueprint,National,"On 8 September 2021, unidentified gunmen abducted twelve travelers along the Ifira-Akoko/Idoani road (coded to Ikare, Akoko North East, Ondo). Amotekun corps rescued nine of the victims; the abductors demanded 10 million naira ransom for the remaining three victims, they were rescued around 11 September by Amotekun operatives, no details about ransom payment provided.",0,2021-09-14 01:10:17.080,RES01\svcDW_Admin_UNDP,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP
17,11448189,95,20210906,203,Western Africa,,NIG21880,21880,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Katsina Communal Militia (Nigeria),,4,Bakori Communal Militia (Nigeria),,4,44,Katsina,Bakori,,Bakori,11.5545,7.4243,1,Inside Arewa (Nigeria); Nigeria Punch; EONS Intelligence; Daily Trust (Nigeria),National,"On 6 September 2021, a local self-defense militia clashed with a Katsina militia after the militia abducted five people in Bakori (Bakori, Katsina). Three of the abductees were rescued, the group demanded a ransom of 70 million naira for the remaining two abducted victims; one more victim was released around 17 September, no reports regarding whether ransom was paid.",0,2021-09-14 01:10:17.080,RES01\svcDW_Admin_UNDP,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP
18,11454783,95,20210915,203,Western Africa,,NIG21973,21973,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Islamic State (West Africa) - Lake Chad Faction,,2,12,Borno,Nganzai,,Gajiram,12.493,13.2091,2,Sahara Reporters; Premium Times (Nigeria),National-Regional,"On 15 September 2021, ISWAP militants engaged Nigerian troops in an armed clash at Burimari (Nganzai, Borno) coded as Gajiram. Six soldiers were killed. The soldiers were reportedly on patrol in the area.",6,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
19,11454785,95,20210915,203,Western Africa,,NIG21975,21975,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Air/drone strike,Air or drone strikes that have occurred in the absence of any other engagement; includes any air-to-ground attacks that do not involve exchange of fire with ground forces.,Military Forces of Nigeria (2015-),,1,Civilians (Nigeria),,7,17,Yobe,Yunusari,,Kanama,13.0886,12.1056,2,The Cable (Nigeria); Premium Times (Nigeria),National,"On 15 September 2021, Nigerian military forces hit civilians in an air strike targeted at ISWAP militants in Buhari (Yunusari, Yobe) coded as Kanama. More than ten civilians were killed and twenty others were wounded.",10,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
20,11454412,95,20210914,203,Western Africa,,NIG21960,21960,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Yobe,Gujba,,Buni Yadi,11.2689,11.9994,1,Undisclosed Source,Local partner-Other,"On 14 September 2021, ISWAP claimed an attack against Nigerian troops using automatic weapons that led to the killing of two soldiers in Buni Yadi (Gujba, Yobe). The rest of the troops fled.",2,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
21,11455070,95,20210916,203,Western Africa,,NIG21978,21978,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Kaduna Communal Militia (Nigeria),,4,14,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,The Cable (Nigeria); Inside Arewa (Nigeria); Legit; EONS Intelligence; Concise News,Subnational-National,"On 16 September 2021, security forces clashed with militia members in Karasami, along the Kaduna-Abuja road (Chikun, Kaduna) coded as Chikun. During the clash, one milita member and two civilians were killed.",3,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
22,11455072,95,20210916,203,Western Africa,,NIG21980,21980,2021,2,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Military Forces of Nigeria (2015-),,1,Zamfara Communal Militia (Nigeria),,4,14,Adamawa,Maiha,,Maiha,9.9956,13.2181,1,Nigerian Eye; Sahara Reporters; Daily Post (Nigeria); Nigeria Punch,National-Regional,"Around 16 September 2021 (as reported), military forces clashed with militia members fleeing from Zamfara state in Maiha (Maiha, Adamawa). Some militia members were killed by the soldiers, eleven rocket launchers and three grenades were recovered. Unknown fatalities coded as 10.",10,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
23,11455073,95,20210916,203,Western Africa,,NIG21981,21981,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Monguno,,Monguno,12.6786,13.6079,2,Nigeria Punch; The Cable (Nigeria); HumAngle; Vanguard (Nigeria),National,"On 16 September 2021, ISWAP militants ambushed a convoy of Nigerian troops with IEDs along Maiduguri-Monguno road (Monguno, Borno) coded as Monguno. Ten to twelve soldiers were killed; a number of soldiers were also wounded and missing, three gun trucks rifles were seized from the soldiers.",10,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
24,11455075,95,20210916,203,Western Africa,,NIG21983,21983,2021,2,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Zamfara Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Zamfara,Shinkafi,,Shinkafi,13.0753,6.5105,1,Premium Times (Nigeria),National,"Around 16 September 2021 (as reported), armed militia members attacked civilians in Shinkafi (Shinkafi, Zamfara); seven people were killed in seven days, the group also burnt houses in the attacks.",7,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
25,11453524,95,20210911,203,Western Africa,,NIG21933,21933,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Police Forces of Nigeria (2015-),,1,IPOB: Indigenous Peoples of Biafra,,2,12,Imo,Orlu,,Amike,5.776,7.0691,2,Legit; The Cable (Nigeria),National,"On 11 September 2021, police forces of Nigeria engaged IPOB militants in an armed clash in Amaifeke (Orlu, Imo) coded to Amike; three militants were killed, two were arrested and an unspecified number escaped with gunshot wounds.",3,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
26,11453235,95,20210909,203,Western Africa,,NIG21924,21924,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (2015-),,1,13,Rivers,Akukutoru,,Abonnema,4.7317,6.7722,2,Africa Update,Subnational,"On 9 September 2021, gunmen engaged police officers in an armed clash that led to the killing of three police officers and the abduction of an unspecified number of expatriates in Akukutoru LGA (Rivers) coded as Abonnema.",3,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
27,11454418,95,20210914,203,Western Africa,,NIG21966,21966,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Kaduna Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,Kaduna,Chikun,,Gwagwada,10.2544,7.2279,2,Legit; Daily Independent (Nigeria),National,"On 14 September 2021, militia members clashed with a police escort along the Kaduna-Abuja road (Chikun, Kaduna) coded as Gwagwada. The police officer was killed, two other people were wounded and an unspecified number of persons including the emir of Bungundu emirate were abducted.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
28,11454419,95,20210914,203,Western Africa,,NIG21967,21967,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Kaduna Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Kaduna,Chikun,,Kujama,10.4542,7.6368,2,Nigeria Punch,National,"On 14 September 2021, militia members attacked a community in Maraban Rido (Chikun, Kaduna) coded as Kujama; one person was killed and five others were abducted. There are no reports on ransom demands for the abductees yet.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
29,11455076,95,20210916,203,Western Africa,,NIG21984,21984,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Ekuigbo Communal Militia (Nigeria),,4,Iwhreko Communal Militia (Nigeria),,4,44,Delta,Ughelli North,,Ughelli,5.4899,6.0074,1,Nigeria Punch,National,"On 16 September 2021, Ekuigbo and Iwhreko communal militias clashed in Ughelli (Ughelli North, Delta), one person was killed and an unspecified number of people were injured.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
30,11453113,95,20210825,203,Western Africa,,NIG21921,21921,2021,2,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Islamic State (West Africa) - Lake Chad Faction,,2,Islamic State (West Africa) - Lake Chad Faction,,2,22,Borno,Bama,,Bama,11.5221,13.6856,2,Sahara Reporters; Daily Trust (Nigeria),National-Regional,"Around 25 August 2021 (as reported), ISWAP leader Al Barnawi was killed in a clash between ISWAP and an internal faction around Bama (Bama, Borno).",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
31,11453792,95,20210912,203,Western Africa,,NIG21942,21942,2021,2,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Zamfara Communal Militia (Nigeria),,4,Police Forces of Nigeria (2015-),,1,14,Zamfara,Maru,,Dan Sadau,11.2962,6.4952,2,Daily Independent (Nigeria),National,"Around 12 September 2021 (as reported), militia members attacked and killed a police officer along Dan Sadau-Gusau road (Maru, Zamfara), coded as Dan Sadau.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
32,11454417,95,20210914,203,Western Africa,,NIG21965,21965,2021,1,Battles,A violent interaction between two politically organized armed groups at a particular time and location.,Armed clash,"Armed, organized groups engage in a battle, and no reports indicate a change in territorial control.",Unidentified Armed Group (Nigeria),,3,Gegu-Beki Communal Militia (Nigeria),,4,34,Kogi,Kogi,,Gegu,8.25,6.8333,1,EONS Intelligence; Nigeria Punch,National,"On 14 September 2021, unknown gunmen and Gegu-Beki militia engaged in an armed clash at Gegu (Kogi, Kogi); the militia commander was killed, while some of the assailants escaped with gunshot wounds.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
33,11454424,95,20210914,203,Western Africa,,NIG21972,21972,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Sokoto,Dange-Shuni,,Wababi,12.8666,5.4,1,Sahara Reporters; EONS Intelligence,National-Regional,"On 14 September 2021, an armed group killed one civilian and abducted nine others in Wababi (Dange-Shuni, Sokoto).",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
34,11453527,95,20210911,203,Western Africa,,NIG21936,21936,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Delta,Isoko South,,Irri,5.4411,6.214,1,Daily Leadership (Nigeria); Sun (Nigeria),National,"On 11 September 2021, an unidentified armed group shot and killed a man at a polling unit in Irri (Isoko South, Delta).",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
35,11453532,95,20210911,203,Western Africa,,NIG21941,21941,2021,1,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Taraba,Takum,,Takum,7.2667,9.9833,2,Daily Independent (Nigeria),National,"On 11 September 2021, unidentified armed men attacked a border community between Taraba and Benue states; one person was killed and an unspecified number of people were abducted, residents of the community fled to Koffi Ahmadu (Takum, Taraba state). Location coded to Takum.",1,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
36,11454410,95,20210914,203,Western Africa,,NIG21958,21958,2021,1,Strategic developments,"This event type captures contextually important information regarding the activities of violent groups that is not itself recorded as political violence, yet may trigger future events or contribute to political dynamics within and across states.",Looting/property destruction,An organized armed group engages in looting or seizing goods or property other than weapons or weapon. ,IPOB: Indigenous Peoples of Biafra,,2,Civilians (Nigeria),,7,27,Anambra,Awka South,,Awka,6.2101,7.0741,1,Blueprint,National,"Property destruction: On 14 September 2021, IPOB members set a commercial tricycle ablaze in Awka (Awka South, Anambra) while enforcing a sit at home order to honor members of the group killed during the raid of the leader's home in 2017.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
37,11454414,95,20210914,203,Western Africa,,NIG21962,21962,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Shelling/artillery/missile attack,"Long-range artillery or missile system used in the absence of any other engagement; includes shelling, artillery, mortars, guided missiles and rocket-propelled grenades (RPGs).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Damboa,,Damboa,11.156,12.7576,1,Undisclosed Source,Local partner-Other,"On 14 September 2021, ISWAP claimed a mortar attack on a Nigerian army camp in Damboa (Damboa, Borno). Damages and injuries (unspecified) resulted from the attack.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
38,11454421,95,20210914,203,Western Africa,,NIG21969,21969,2021,1,Explosions/Remote violence,One-sided violent events in which the tool for engaging in conflict creates asymmetry by taking away the ability of the target to respond.,Remote explosive/landmine/IED,"Remote- or victim-activated devices detonated in the absence of any other engagement; includes landmines, improvised explosive devices (IEDs) and unexploded ordinances (UXO).",Islamic State (West Africa) - Lake Chad Faction,,2,Military Forces of Nigeria (2015-),,1,12,Borno,Maiduguri Metro,,Maiduguri,11.8312,13.1517,3,Undisclosed Source,Local partner-Other,"On 14 September 2021, ISWAP claimed an IED attack on a Nigerian army convoy on the road between Katafila and Mararaba (coded to Maiduguri, Maiduguri Metro, Borno). Two vehicles were destroyed. Casualties unknown.",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
39,11455071,95,20210916,203,Western Africa,,NIG21979,21979,2021,1,Riots,"Riots are violent events where demonstrators or mobs engage in disruptive acts, including but not limited to rock throwing, property destruction, etc.",Mob violence,"Rioters violently interact with other rioters, another armed group or civilians, outside of demonstrations and without the use of lethal weapons.",Rioters (Nigeria),,5,Military Forces of Nigeria (2015-) Joint Task Force,,1,15,Federal Capital Territory,Abuja Municipal,,Gwarinpa,9.0994,7.4081,1,Daily Leadership (Nigeria); Nigeria Punch,Subnational-National,"On 16 September 2021, rioters attacked members of a task force team demolishing illegal structures in Gwarinpa (Abuja Municipal, FCT). One soldier was wounded, tear gas was released on the rioters by security operatives. [size=no report]",0,2021-09-21 01:10:30.710,RES01\svcDW_Admin_UNDP,,
